Model,Stratum,balanced_accuracy,f1
ROCKET,Overall,0.6398,0.5936
ROCKET,0PN,0.9268,0.0
ROCKET,2PN,0.5528,0.6313
ROCKET,anomalous,0.5491,0.3333
ROCKET,deg,0.8,0.0
LSTMFCN,Overall,0.6687,0.5821
LSTMFCN,0PN,0.9837,0.0
LSTMFCN,2PN,0.6128,0.5937
LSTMFCN,anomalous,0.7001,0.4727
LSTMFCN,deg,0.975,0.0
ConvTran,Overall,0.6438,0.5982
ConvTran,0PN,0.9024,0.0
ConvTran,2PN,0.5497,0.6333
ConvTran,anomalous,0.5614,0.3409
ConvTran,deg,0.925,0.0
