time_step,p_value,p_corr,signif
time_0,0.45498406938134084,1.0,False
time_1,0.5047929884959674,1.0,False
time_2,0.43775438255342447,1.0,False
time_3,0.3474606860590912,1.0,False
time_4,0.4825297145615831,1.0,False
time_5,0.39546851023758245,1.0,False
time_6,0.2827320560359311,1.0,False
time_7,0.2242549437922029,1.0,False
time_8,0.1811765263674675,1.0,False
time_9,0.33125363274389386,1.0,False
time_10,0.43775438255342447,1.0,False
time_11,0.43021888132464536,1.0,False
time_12,0.4453652587391004,1.0,False
time_13,0.4825297145615831,1.0,False
time_14,0.4453652587391004,1.0,False
time_15,0.4725892634190014,1.0,False
time_16,0.7027712281800316,1.0,False
time_17,0.5047929884959674,1.0,False
time_18,0.5681554686245278,1.0,False
time_19,0.6373791424312488,1.0,False
time_20,0.6396703354754283,1.0,False
time_21,0.9463125862294951,1.0,False
time_22,0.817413223265622,1.0,False
time_23,0.8099480620223722,1.0,False
time_24,0.7291097762579399,1.0,False
time_25,0.7484700487029685,1.0,False
time_26,0.9795344387683051,1.0,False
time_27,0.6909138902504319,1.0,False
time_28,0.5150887814480162,1.0,False
time_29,0.44155042998850835,1.0,False
time_30,0.3018300984404795,1.0,False
time_31,0.36078330210627485,1.0,False
time_32,0.5234032578616987,1.0,False
time_33,0.4765518553694418,1.0,False
time_34,0.5945242907852945,1.0,False
time_35,0.7027712281800316,1.0,False
time_36,0.5487533150892118,1.0,False
time_37,0.5192374279106151,1.0,False
time_38,0.4627626271674502,1.0,False
time_39,0.38837483676724216,1.0,False
time_40,0.409888724550587,1.0,False
time_41,0.3409182816125633,1.0,False
time_42,0.36927050181428567,1.0,False
time_43,0.6465644932394754,1.0,False
time_44,0.7460410349542155,1.0,False
time_45,1.0,1.0,False
time_46,0.8499455866368686,1.0,False
time_47,0.741190593374913,1.0,False
time_48,0.7003938561057218,1.0,False
time_49,0.8025001511555894,1.0,False
time_50,0.6980194155497192,1.0,False
time_51,0.8074634762733106,1.0,False
time_52,0.9948830836163899,1.0,False
time_53,0.9641933670115526,1.0,False
time_54,0.857491624239507,1.0,False
time_55,0.9820921736379881,1.0,False
time_56,0.4608110640144035,1.0,False
time_57,0.49460670368153015,1.0,False
time_58,0.3557502138625207,1.0,False
time_59,0.5007052521551552,1.0,False
time_60,0.6237052893193709,1.0,False
time_61,0.9080990251858565,1.0,False
time_62,0.9565274436767589,1.0,False
time_63,0.8199053311305096,1.0,False
time_64,0.6079150808021472,1.0,False
time_65,0.6909138902504319,1.0,False
time_66,0.9948830836163899,1.0,False
time_67,0.6350914098400662,1.0,False
time_68,0.870097010296927,1.0,False
time_69,0.9718626015559295,1.0,False
time_70,0.959082339841362,1.0,False
time_71,0.41354203570661996,1.0,False
time_72,0.7363504146845625,1.0,False
time_73,0.870097010296927,1.0,False
time_74,0.882735489569855,1.0,False
time_75,0.40625467017407935,1.0,False
time_76,0.5296840006854105,1.0,False
time_77,0.3441795616108906,1.0,False
time_78,0.14545220026123587,1.0,False
time_79,0.12613169504426908,1.0,False
time_80,0.04897189072784171,1.0,False
time_81,0.015616516937617796,1.0,False
time_82,0.0022682409036976544,0.29033483567329976,False
time_83,0.0035594439160026472,0.45560882124833885,False
time_84,0.0093079513083059,1.0,False
time_85,0.008716506207167143,1.0,False
time_86,0.0038631793715871495,0.49448695956315514,False
time_87,0.005019929973370655,0.6425510365914439,False
time_88,0.007207346227515134,0.9225403171219372,False
time_89,0.004588148115525508,0.587282958787265,False
time_90,0.005764937534193205,0.7379120043767302,False
time_91,0.008236531142616976,1.0,False
time_92,0.0020374112598652958,0.26078864126275786,False
time_93,0.008716506207167143,1.0,False
time_94,0.01575465732752081,1.0,False
time_95,0.013915313910553754,1.0,False
time_96,0.019242529982234167,1.0,False
time_97,0.006737356169495642,0.8623815896954422,False
time_98,0.008798888326616076,1.0,False
time_99,0.005995383774384791,0.7674091231212532,False
time_100,0.0028927850553003513,0.37027648707844496,False
time_101,0.004275886977567998,0.5473135331287038,False
time_102,0.005652736369918117,0.723550255349519,False
time_103,0.014809839530095176,1.0,False
time_104,0.041412023378927576,1.0,False
time_105,0.1563935926694443,1.0,False
time_106,0.2170051347077544,1.0,False
time_107,0.2658454116129322,1.0,False
time_108,0.31246139596510736,1.0,False
time_109,0.3186458688988256,1.0,False
time_110,0.42275923586960296,1.0,False
time_111,0.5047929884959674,1.0,False
time_112,0.743614542409351,1.0,False
time_113,0.857491624239507,1.0,False
time_114,0.8399056625252043,1.0,False
time_115,0.7242960261345552,1.0,False
time_116,0.7147013284173817,1.0,False
time_117,0.5487533150892118,1.0,False
time_118,0.6838354910884235,1.0,False
time_119,0.9872081693848883,1.0,False
time_120,0.9310073569776794,1.0,False
time_121,0.7778066474272649,1.0,False
time_122,0.9106409770135278,1.0,False
time_123,0.9641933670115526,1.0,False
time_124,0.7147013284173817,1.0,False
time_125,0.45692177609685414,1.0,False
time_126,0.2496664199158637,1.0,False
time_127,0.3813592109445433,1.0,False
