time_step,p_value,p_corr,signif
time_0,0.01262231808424538,1.0,False
time_1,0.04498264345495672,1.0,False
time_2,0.06136517411955123,1.0,False
time_3,0.10031170728736494,1.0,False
time_4,0.1642533736065318,1.0,False
time_5,0.34783133152671897,1.0,False
time_6,0.6367020421319032,1.0,False
time_7,0.8717864685250569,1.0,False
time_8,0.9443359585304243,1.0,False
time_9,0.7257408014513844,1.0,False
time_10,0.5758422038020989,1.0,False
time_11,0.535521622235711,1.0,False
time_12,0.8580954309326709,1.0,False
time_13,0.7970322607444272,1.0,False
time_14,0.5079636529813576,1.0,False
time_15,0.27659021123923033,1.0,False
time_16,0.28309015340215404,1.0,False
time_17,0.3912456781088798,1.0,False
time_18,0.3442857266112277,1.0,False
time_19,0.28874767254856293,1.0,False
time_20,0.17331325423447907,1.0,False
time_21,0.12162269603868583,1.0,False
time_22,0.1430133876393463,1.0,False
time_23,0.21208769483371648,1.0,False
time_24,0.18486072169769974,1.0,False
time_25,0.24815703913683362,1.0,False
time_26,0.2699074441473932,1.0,False
time_27,0.3086703658318847,1.0,False
time_28,0.2348393996208742,1.0,False
time_29,0.09763371279528121,1.0,False
time_30,0.043230868810502456,1.0,False
time_31,0.02106028707008928,1.0,False
time_32,0.027159485984651104,1.0,False
time_33,0.009050345511493254,1.0,False
time_34,0.011480669942383016,1.0,False
time_35,0.010844569555290434,1.0,False
time_36,0.008016809940386492,1.0,False
time_37,0.011585972178508782,1.0,False
time_38,0.005824891498292729,0.7455861117814693,False
time_39,0.008474636451715147,1.0,False
time_40,0.01774495222779,1.0,False
time_41,0.009478846379553338,1.0,False
time_42,0.02774928442942696,1.0,False
time_43,0.029830658780723548,1.0,False
time_44,0.03887677165303688,1.0,False
time_45,0.12859590849238253,1.0,False
time_46,0.14130187141145206,1.0,False
time_47,0.13958801992878914,1.0,False
time_48,0.07735978400129985,1.0,False
time_49,0.07250367750611639,1.0,False
time_50,0.04990230271707648,1.0,False
time_51,0.045040535016670054,1.0,False
time_52,0.0593061662883369,1.0,False
time_53,0.04721311838006627,1.0,False
time_54,0.02450126886786456,1.0,False
time_55,0.024384157710735793,1.0,False
time_56,0.011126448493712283,1.0,False
time_57,0.0029930577385144795,0.3831113905298534,False
time_58,0.001743847237812436,0.2232124464399918,False
time_59,0.002170914582048518,0.2778770665022103,False
time_60,0.010160367691334394,1.0,False
time_61,0.031452585984384676,1.0,False
time_62,0.050950923447596115,1.0,False
time_63,0.111002056961467,1.0,False
time_64,0.11056326855774898,1.0,False
time_65,0.16701315721073506,1.0,False
time_66,0.21116201528834977,1.0,False
time_67,0.3871434859766004,1.0,False
time_68,0.6558919051931944,1.0,False
time_69,0.9064645941732549,1.0,False
time_70,0.7748341982019347,1.0,False
time_71,0.851697367972373,1.0,False
time_72,0.9615957164090392,1.0,False
time_73,0.7489193308392917,1.0,False
time_74,0.18132088742778285,1.0,False
time_75,0.07334047760931033,1.0,False
time_76,0.02686467337676026,1.0,False
time_77,0.002781102379214555,0.355981104539463,False
time_78,6.149340003236145e-05,0.007871155204142265,True
time_79,5.7335736355145105e-06,0.0007338974253458573,True
time_80,1.5771646747272605e-07,2.0187707836508935e-05,True
time_81,9.252913617857313e-08,1.184372943085736e-05,True
time_82,3.9603183657269346e-08,5.069207508130476e-06,True
time_83,5.611850502720385e-09,7.183168643482093e-07,True
time_84,3.999410810757959e-09,5.119245837770187e-07,True
time_85,2.881759673325026e-10,3.688652381856033e-08,True
time_86,8.468143846581869e-13,1.0839224123624792e-10,True
time_87,7.613924957566393e-15,9.745823945684983e-13,True
time_88,6.070327413438239e-17,7.770019089200946e-15,True
time_89,1.2997611531704938e-17,1.663694276058232e-15,True
time_90,1.0662042104212903e-17,1.3647413893392516e-15,True
time_91,1.604674421226893e-17,2.053983259170423e-15,True
time_92,1.6651234476017534e-18,2.1313580129302444e-16,True
time_93,5.472293107209868e-18,7.004535177228631e-16,True
time_94,9.225822781436729e-17,1.1809053160239013e-14,True
time_95,8.031510552907747e-15,1.0280333507721916e-12,True
time_96,3.5250631496528436e-12,4.51208083155564e-10,True
time_97,1.9438520996613903e-11,2.4881306875665795e-09,True
time_98,2.1531259308354242e-10,2.756001191469343e-08,True
time_99,3.4393133324629364e-09,4.4023210655525586e-07,True
time_100,1.259613603579947e-07,1.612305412582332e-05,True
time_101,1.776882783740432e-05,0.002274409963187753,True
time_102,0.0009425981150506926,0.12065255872648865,False
time_103,0.021511573741738548,1.0,False
time_104,0.30771178846750635,1.0,False
time_105,0.7071159560762301,1.0,False
time_106,0.2191347298572548,1.0,False
time_107,0.04568777958674782,1.0,False
time_108,0.008267011095428413,1.0,False
time_109,0.0025192771271149144,0.32246747227070904,False
time_110,0.00016580155776487455,0.021222599393903942,True
time_111,6.478792256898424e-06,0.0008292854088829982,True
time_112,1.9956752217799306e-06,0.0002554464283878311,True
time_113,4.629857726905426e-07,5.9262178904389454e-05,True
time_114,1.3356673732139423e-07,1.709654237713846e-05,True
time_115,1.3459768920273922e-07,1.722850421795062e-05,True
time_116,1.293140881410068e-07,1.655220328204887e-05,True
time_117,1.7570033431244558e-07,2.2489642791993035e-05,True
time_118,1.2172448483329412e-07,1.5580734058661647e-05,True
time_119,8.647612086563335e-08,1.1068943470801069e-05,True
time_120,2.8685672396852446e-07,3.671766066797113e-05,True
time_121,1.2053084776464071e-06,0.0001542794851387401,True
