time_step,p_value,p_corr,signif
time_312,6.193799137987018e-166,4.162233020727276e-163,True
time_313,2.7478915688797234e-177,1.846583134287174e-174,True
time_314,8.218962808062084e-173,5.5231430070177205e-170,True
time_315,9.091038073867466e-172,6.109177585638937e-169,True
time_316,2.8715268812643205e-172,1.9296660642096233e-169,True
time_317,9.242087358309345e-179,6.210682704783879e-176,True
time_318,8.096174257466604e-180,5.440629101017558e-177,True
time_319,3.0108826778351482e-179,2.0233131595052195e-176,True
time_320,2.811218179967658e-179,1.889138616938266e-176,True
time_321,1.6365175057727366e-180,1.099739763879279e-177,True
time_322,5.659871772778963e-180,3.8034338313074635e-177,True
time_323,5.711101489524426e-185,3.837860200960414e-182,True
time_324,6.292499585318558e-193,4.228559721334071e-190,True
time_325,3.2332130005491837e-201,2.1727191363690514e-198,True
time_326,1.0895326351688242e-195,7.321659308334498e-193,True
time_327,1.7080197482605623e-196,1.1477892708310978e-193,True
time_328,1.643832529775252e-195,1.1046554600089693e-192,True
time_329,6.797698986897055e-198,4.5680537191948205e-195,True
time_330,8.007667399524764e-200,5.381152492480642e-197,True
time_331,6.723688427090404e-194,4.518318623004751e-191,True
time_332,3.593965320660837e-199,2.4151446954840823e-196,True
time_333,2.2090642211813456e-201,1.4844911566338643e-198,True
time_334,4.415780450718301e-207,2.967404462882698e-204,True
time_335,2.330855979795064e-210,1.5663352184222832e-207,True
time_336,1.0590120505530585e-211,7.116560979716553e-209,True
time_337,3.4460445757832845e-210,2.315741954926367e-207,True
time_338,2.067032026129473e-218,1.3890455215590057e-215,True
time_339,1.533284513980868e-212,1.0303671933951434e-209,True
time_340,4.009923487120067e-217,2.694668583344685e-214,True
time_341,2.67696974144145e-221,1.7989236662486544e-218,True
time_342,1.318243727991937e-219,8.858597852105817e-217,True
time_343,4.516571650451907e-219,3.035136149103681e-216,True
time_344,8.73987329962634e-221,5.873194857348901e-218,True
time_345,6.998094294632161e-228,4.7027193659928126e-225,True
time_346,1.6521857094299964e-221,1.1102687967369576e-218,True
time_347,1.8830832395524835e-223,1.265431936979269e-220,True
time_348,1.7815588401619833e-221,1.1972075405888528e-218,True
time_349,7.214731995230839e-227,4.848299900795123e-224,True
time_350,1.5090711301905722e-230,1.0140957994880644e-227,True
time_351,7.777154393453473e-222,5.226247752400734e-219,True
time_352,3.9610508611603823e-230,2.661826178699777e-227,True
time_353,1.4073177349461313e-219,9.457175178838002e-217,True
time_354,2.2047310658485106e-231,1.481579276250199e-228,True
time_355,5.190134280896084e-225,3.4877702367621684e-222,True
time_356,3.160378968200138e-237,2.1237746666304927e-234,True
time_357,4.522625032536933e-248,3.039204021864819e-245,True
time_358,8.295330240634427e-246,5.574461921706335e-243,True
time_359,4.3700727270183786e-231,2.93668887255635e-228,True
time_360,3.209456910467794e-240,2.1567550438343576e-237,True
time_361,5.947687793796734e-218,3.996846197431405e-215,True
time_362,3.398256842276259e-213,2.283628598009646e-210,True
time_363,8.309675786030409e-239,5.584102128212435e-236,True
time_364,7.403523554018434e-241,4.975167828300388e-238,True
time_365,9.92120773435311e-250,6.66705159748529e-247,True
time_366,9.659250664824257e-252,6.4910164467619e-249,True
time_367,1.7133622816150126e-249,1.1513794532452883e-246,True
time_368,2.8875557696426116e-249,1.940437477199835e-246,True
time_369,5.810271572362e-257,3.904502496627264e-254,True
time_370,1.0661974435810734e-247,7.164846820864813e-245,True
time_371,1.338064300346694e-251,8.991792098329784e-249,True
time_372,5.971162947890451e-243,4.012621500982383e-240,True
time_373,2.3167471518367813e-242,1.556854086034317e-239,True
time_374,2.0513646400797063e-240,1.3785170381335625e-237,True
time_375,7.190799324296636e-263,4.83221714592734e-260,True
time_376,6.238088098493608e-260,4.191995202187705e-257,True
time_377,2.3659810021056026e-258,1.589939233414965e-255,True
time_378,2.1483053569605917e-252,1.4436611998775177e-249,True
time_379,9.271975224717002e-275,6.230767351009825e-272,True
time_380,1.9194144921533303e-279,1.289846538727038e-276,True
time_381,3.3573594058463433e-274,2.2561455207287428e-271,True
time_382,2.032596943288329e-275,1.3659051458897571e-272,True
time_383,1.0711891476210534e-283,7.198391072013479e-281,True
time_384,3.4736511567547057e-286,2.334293577339162e-283,True
time_385,2.872366072749409e-274,1.9302300008876028e-271,True
time_386,1.6236645679861032e-289,1.0911025896866613e-286,True
time_387,5.2029879176206705e-294,3.496407880641091e-291,True
time_388,4.305908516257503e-290,2.8935705229250417e-287,True
time_389,1.1993619656221257e-292,8.059712408980685e-290,True
time_390,3.101965182124017e-292,2.0845206023873396e-289,True
time_391,6.831650028306081e-290,4.5908688190216865e-287,True
time_392,4.365807007551587e-301,2.9338223090746666e-298,True
time_393,5.458279685651713e-307,3.667963948757951e-304,True
time_394,0.0,0.0,True
time_395,0.0,0.0,True
time_396,0.0,0.0,True
time_397,0.0,0.0,True
time_398,0.0,0.0,True
time_399,0.0,0.0,True
time_400,0.0,0.0,True
time_401,0.0,0.0,True
time_402,0.0,0.0,True
time_403,0.0,0.0,True
time_404,0.0,0.0,True
time_405,0.0,0.0,True
time_406,0.0,0.0,True
time_407,0.0,0.0,True
time_408,0.0,0.0,True
time_409,0.0,0.0,True
time_410,0.0,0.0,True
time_411,0.0,0.0,True
time_412,0.0,0.0,True
time_413,0.0,0.0,True
time_414,0.0,0.0,True
time_415,0.0,0.0,True
time_416,0.0,0.0,True
time_417,0.0,0.0,True
time_418,0.0,0.0,True
time_419,0.0,0.0,True
time_420,0.0,0.0,True
time_421,0.0,0.0,True
time_422,0.0,0.0,True
time_423,0.0,0.0,True
time_424,0.0,0.0,True
time_425,0.0,0.0,True
time_426,0.0,0.0,True
time_427,0.0,0.0,True
time_428,0.0,0.0,True
time_429,0.0,0.0,True
time_430,0.0,0.0,True
time_431,0.0,0.0,True
time_432,0.0,0.0,True
time_433,0.0,0.0,True
time_434,0.0,0.0,True
time_435,0.0,0.0,True
time_436,0.0,0.0,True
time_437,0.0,0.0,True
time_438,0.0,0.0,True
time_439,0.0,0.0,True
time_440,0.0,0.0,True
time_441,0.0,0.0,True
time_442,0.0,0.0,True
time_443,0.0,0.0,True
time_444,0.0,0.0,True
time_445,0.0,0.0,True
time_446,0.0,0.0,True
time_447,0.0,0.0,True
time_448,0.0,0.0,True
time_449,0.0,0.0,True
time_450,0.0,0.0,True
time_451,0.0,0.0,True
time_452,0.0,0.0,True
time_453,0.0,0.0,True
time_454,0.0,0.0,True
time_455,0.0,0.0,True
time_456,0.0,0.0,True
time_457,0.0,0.0,True
time_458,0.0,0.0,True
time_459,2.5637248993639846e-307,1.7228231323725976e-304,True
time_460,1.5701663684604502e-285,1.0551517996054225e-282,True
time_461,1.0100107426060242e-261,6.787272190312482e-259,True
time_462,6.361460259889809e-268,4.274901294645951e-265,True
time_463,2.825568874638748e-234,1.8987822837572386e-231,True
time_464,6.748448715541114e-225,4.5349575368436285e-222,True
time_465,1.941961999589386e-219,1.3049984637240675e-216,True
time_466,4.957058259680604e-202,3.3311431505053654e-199,True
time_467,1.3182553912012997e-178,8.858676228872734e-176,True
time_468,2.1182162855729475e-157,1.4234413439050207e-154,True
time_469,9.684594821240175e-138,6.508047719873397e-135,True
time_470,4.676560271118602e-125,3.1426485021917003e-122,True
time_471,7.946662804885185e-111,5.340157404882844e-108,True
time_472,6.462337387562084e-109,4.3426907244417204e-106,True
time_473,5.448826316356644e-100,3.661611284591665e-97,True
time_474,1.615133932642163e-90,1.0853700027355334e-87,True
time_475,1.2951868041505195e-87,8.703655323891491e-85,True
time_476,2.4098995508546234e-79,1.619452498174307e-76,True
time_477,1.982615466255405e-73,1.332317593323632e-70,True
time_478,4.0415691894270015e-65,2.715934495294945e-62,True
time_479,5.860661699133857e-65,3.938364661817952e-62,True
time_480,2.9484821094604566e-65,1.981379977557427e-62,True
time_481,3.327475607994749e-61,2.2360636085724714e-58,True
time_482,3.0445024900232926e-56,2.0459056732956525e-53,True
time_483,1.007750949732678e-52,6.772086382203597e-50,True
time_484,3.624686550192263e-55,2.435789361729201e-52,True
time_485,1.4482389624362247e-56,9.73216582757143e-54,True
time_486,1.7970395743515713e-53,1.2076105939642559e-50,True
time_487,8.104333607530972e-55,5.446112184260813e-52,True
time_488,1.5710135240599772e-56,1.0557210881683046e-53,True
time_489,2.692255171277007e-57,1.8091954750981487e-54,True
time_490,1.2963754349348862e-55,8.711642922762434e-53,True
time_491,2.628239170753336e-56,1.7661767227462418e-53,True
time_492,3.763471018173148e-53,2.5290525242123553e-50,True
time_493,2.2252270126540542e-54,1.4953525525035243e-51,True
time_494,7.724944470198501e-56,5.191162683973392e-53,True
time_495,4.45508753102789e-54,2.993818820850742e-51,True
time_496,2.1050657581988628e-56,1.4146041895096358e-53,True
time_497,4.3174022321339844e-58,2.9012942999940376e-55,True
time_498,1.4699486206013202e-58,9.878054730440872e-56,True
time_499,7.955713936741842e-57,5.346239765490518e-54,True
time_500,9.134223701516214e-59,6.138198327418896e-56,True
time_501,3.975987177756579e-60,2.671863383452421e-57,True
time_502,3.156356573312876e-59,2.1210716172662527e-56,True
time_503,1.871711086511701e-57,1.2577898501358631e-54,True
time_504,1.1093305093147732e-58,7.454701022595276e-56,True
time_505,6.077609277393319e-56,4.08415343440831e-53,True
time_506,8.622838910713198e-56,5.7945477479992685e-53,True
time_507,2.639749324579521e-57,1.773911546117438e-54,True
time_508,1.528846281205152e-58,1.0273847009698622e-55,True
time_509,2.0540636397700148e-60,1.38033076592545e-57,True
time_510,4.398090288899001e-59,2.9555166741401284e-56,True
time_511,1.4519188125097893e-60,9.756894420065784e-58,True
time_512,2.6382338933417418e-62,1.7728931763256504e-59,True
time_513,3.0005412878224908e-64,2.0163637454167138e-61,True
time_514,6.183746886343982e-65,4.155477907623156e-62,True
time_515,1.337295626712233e-64,8.986626611506205e-62,True
time_516,4.2753206218615056e-63,2.8730154578909317e-60,True
time_517,3.838386708152693e-65,2.57939586787861e-62,True
time_518,5.21703595756626e-65,3.5058481634845266e-62,True
time_519,1.1262731180168842e-63,7.568555353073462e-61,True
time_520,2.0304511048983664e-63,1.3644631424917022e-60,True
time_521,1.1415753974305132e-64,7.671386670733049e-62,True
time_522,6.581496273419323e-68,4.422765495737785e-65,True
time_523,1.4598908782574819e-65,9.810466701890279e-63,True
time_524,4.881896751162959e-66,3.2806346167815086e-63,True
time_525,3.3435278281441194e-66,2.2468507005128482e-63,True
time_526,1.6001348653767406e-66,1.0752906295331698e-63,True
time_527,7.730908764495063e-69,5.195170689740682e-66,True
time_528,7.823005849888066e-68,5.25705993112478e-65,True
time_529,2.0965094784308156e-69,1.408854369505508e-66,True
time_530,6.11329330148838e-69,4.1081330986001916e-66,True
time_531,2.964520779537269e-68,1.9921579638490447e-65,True
time_532,4.3772205687726635e-69,2.94149222221523e-66,True
time_533,1.2712178633030172e-67,8.542584041396276e-65,True
time_534,2.6081875421410074e-66,1.752702028318757e-63,True
time_535,1.7325471491679234e-65,1.1642716842408446e-62,True
