source,start,pair_idx,pipeline,mean_mag,median_mag,p95_mag,std_mag,nonzero_frac,smoothness
D2013.02.19_S0675_I141_1,45,0,nl_means,0.42551812529563904,0.008326154202222824,2.8844432830810547,1.1170064210891724,0.548536,141.78041076660156
D2013.02.19_S0675_I141_1,45,0,bilateral,0.3776547312736511,0.018564924597740173,2.5104544162750244,0.8701666593551636,0.571608,102.09846496582031
D2013.02.19_S0675_I141_1,45,0,nl_clahe,0.44349560141563416,0.10645174235105515,2.448667049407959,0.8360881209373474,0.671592,89.79080200195312
D2013.02.19_S0675_I141_1,45,1,raw_unmasked,0.33183160424232483,0.12104317545890808,1.7379095554351807,0.609674870967865,0.76706,62.70758056640625
D2013.02.19_S0675_I141_1,45,1,raw_masked,0.316205769777298,0.06898772716522217,1.7382746934890747,0.6143133044242859,0.650556,65.83654022216797
D2013.02.19_S0675_I141_1,45,1,nl_means,0.2650142312049866,0.006064145360141993,1.6709949970245361,0.6411219835281372,0.54316,81.6578140258789
D2013.02.19_S0675_I141_1,45,1,bilateral,0.2531093657016754,0.016528483480215073,1.4418308734893799,0.5699214935302734,0.571948,68.62165832519531
D2013.02.19_S0675_I141_1,45,1,nl_clahe,0.33434993028640747,0.10106492042541504,1.7538654804229736,0.6166630387306213,0.671604,68.37464904785156
D2013.02.19_S0675_I141_1,45,2,raw_unmasked,0.23684200644493103,0.11435540020465851,1.0821412801742554,0.36808347702026367,0.773236,49.97389221191406
D2013.02.19_S0675_I141_1,45,2,raw_masked,0.2251938283443451,0.06542743742465973,1.0853668451309204,0.3728819489479065,0.657008,52.12574005126953
D2013.02.19_S0675_I141_1,45,2,nl_means,0.1915227621793747,0.006188248284161091,1.1712758541107178,0.43811243772506714,0.546376,68.58023071289062
D2013.02.19_S0675_I141_1,45,2,bilateral,0.17949995398521423,0.01479964330792427,1.0144541263580322,0.3666852116584778,0.570744,52.149810791015625
D2013.02.19_S0675_I141_1,45,2,nl_clahe,0.23628053069114685,0.09664581716060638,1.0649827718734741,0.3717668056488037,0.671152,54.46784973144531
D2013.02.19_S0675_I141_1,45,3,raw_unmasked,0.28331995010375977,0.0902440994977951,1.3792574405670166,0.5272201895713806,0.762152,59.996864318847656
D2013.02.19_S0675_I141_1,45,3,raw_masked,0.2740963399410248,0.059052418917417526,1.3858057260513306,0.531274139881134,0.647544,60.99074935913086
D2013.02.19_S0675_I141_1,45,3,nl_means,0.2241729348897934,0.0059231724590063095,1.3680306673049927,0.5580361485481262,0.542844,78.22360229492188
D2013.02.19_S0675_I141_1,45,3,bilateral,0.2124004364013672,0.014667702838778496,1.2207183837890625,0.48305657505989075,0.570352,59.13432693481445
D2013.02.19_S0675_I141_1,45,3,nl_clahe,0.2930658757686615,0.09009198844432831,1.392221450805664,0.5282854437828064,0.670776,63.42789077758789
D2013.02.19_S0675_I141_1,45,4,raw_unmasked,0.5045771598815918,0.21324306726455688,2.5228068828582764,0.9096586108207703,0.776124,85.36312866210938
D2013.02.19_S0675_I141_1,45,4,raw_masked,0.4843871295452118,0.13108313083648682,2.5620932579040527,0.9226399064064026,0.659484,100.86469268798828
D2013.02.19_S0675_I141_1,45,4,nl_means,0.4450668692588806,0.009150771424174309,2.7087836265563965,1.179546594619751,0.55072,148.75946044921875
D2013.02.19_S0675_I141_1,45,4,bilateral,0.40058234333992004,0.02747882530093193,2.415287971496582,0.9599308967590332,0.573704,105.93562316894531
D2013.02.19_S0675_I141_1,45,4,nl_clahe,0.5120893120765686,0.17297592759132385,2.5076282024383545,0.9207977056503296,0.671804,91.94210815429688
D2013.02.19_S0675_I141_3,27,0,raw_unmasked,0.18339750170707703,0.09348765015602112,0.7398529052734375,0.3038100302219391,0.846004,46.04951095581055
D2013.02.19_S0675_I141_3,27,0,raw_masked,0.17074009776115417,0.07050187885761261,0.7397616505622864,0.30729493498802185,0.72626,46.09901428222656
D2013.02.19_S0675_I141_3,27,0,nl_means,0.14469581842422485,0.01326014380902052,0.7866590619087219,0.32383620738983154,0.602176,54.38262176513672
D2013.02.19_S0675_I141_3,27,0,bilateral,0.1453830897808075,0.02474454790353775,0.7893649339675903,0.3037053644657135,0.636912,46.73997497558594
D2013.02.19_S0675_I141_3,27,0,nl_clahe,0.19096294045448303,0.08862198144197464,0.7570637464523315,0.3104552626609802,0.702196,50.06131362915039
D2013.02.19_S0675_I141_3,27,1,raw_unmasked,0.2300110161304474,0.17151054739952087,0.684042751789093,0.30670538544654846,0.848428,47.24678421020508
D2013.02.19_S0675_I141_3,27,1,raw_masked,0.20768797397613525,0.1257619708776474,0.6758949756622314,0.31050950288772583,0.729384,47.6859130859375
D2013.02.19_S0675_I141_3,27,1,nl_means,0.15497729182243347,0.0201485026627779,0.6997302770614624,0.29411450028419495,0.601412,57.38969421386719
D2013.02.19_S0675_I141_3,27,1,bilateral,0.16543591022491455,0.04154401272535324,0.7528823018074036,0.295637309551239,0.640436,49.675514221191406
D2013.02.19_S0675_I141_3,27,1,nl_clahe,0.22299356758594513,0.14346078038215637,0.7034910917282104,0.31309425830841064,0.702836,51.38603210449219
D2013.02.19_S0675_I141_3,27,2,raw_unmasked,0.17419636249542236,0.08922179043292999,0.6827117800712585,0.2793061435222626,0.843308,44.50934982299805
D2013.02.19_S0675_I141_3,27,2,raw_masked,0.16344352066516876,0.06947250664234161,0.6826782822608948,0.282337486743927,0.72448,44.437313079833984
D2013.02.19_S0675_I141_3,27,2,nl_means,0.13731643557548523,0.014288673177361488,0.7381094694137573,0.2807788550853729,0.600548,53.519805908203125
D2013.02.19_S0675_I141_3,27,2,bilateral,0.13862751424312592,0.02772589400410652,0.7587487697601318,0.26327455043792725,0.640848,43.300132751464844
D2013.02.19_S0675_I141_3,27,2,nl_clahe,0.18446899950504303,0.09183670580387115,0.7185879945755005,0.287882536649704,0.703404,49.36766815185547
D2013.02.19_S0675_I141_3,27,3,raw_unmasked,0.19863930344581604,0.11868294328451157,0.7369979619979858,0.2963223159313202,0.845948,48.62651824951172
D2013.02.19_S0675_I141_3,27,3,raw_masked,0.186870738863945,0.09894275665283203,0.7354928255081177,0.2998923361301422,0.726792,49.58222198486328
D2013.02.19_S0675_I141_3,27,3,nl_means,0.1574804186820984,0.01774469017982483,0.7806482315063477,0.3616087734699249,0.605724,60.53071212768555
D2013.02.19_S0675_I141_3,27,3,bilateral,0.16487978398799896,0.03370853513479233,0.7839401364326477,0.36236003041267395,0.642756,54.16381072998047
D2013.02.19_S0675_I141_3,27,3,nl_clahe,0.2107522189617157,0.125833660364151,0.7572014927864075,0.30685490369796753,0.703788,54.346702575683594
D2013.02.19_S0675_I141_3,27,4,raw_unmasked,4.383070468902588,4.806918144226074,10.105269432067871,3.798976421356201,0.841576,263.4515686035156
D2013.02.19_S0675_I141_3,27,4,raw_masked,3.949695110321045,3.2613258361816406,10.099200248718262,4.119953155517578,0.725968,636.2437133789062
D2013.02.19_S0675_I141_3,27,4,nl_means,2.24875545501709,0.12390728294849396,9.341912269592285,4.049450874328613,0.632352,711.6015014648438
D2013.02.19_S0675_I141_3,27,4,bilateral,2.2051920890808105,0.31657010316848755,8.665328979492188,3.532438278198242,0.662528,585.9879150390625
D2013.02.19_S0675_I141_3,27,4,nl_clahe,4.9124555587768555,4.352168083190918,11.482423782348633,5.778663158416748,0.70678,735.8682250976562
D2013.02.19_S0675_I141_3,38,0,raw_unmasked,0.20458288490772247,0.12269753217697144,0.819347083568573,0.29329410195350647,0.850288,47.568634033203125
D2013.02.19_S0675_I141_3,38,0,raw_masked,0.18959446251392365,0.0920848548412323,0.8193686604499817,0.29788491129875183,0.72734,47.4434700012207
D2013.02.19_S0675_I141_3,38,0,nl_means,0.16468970477581024,0.016139520332217216,0.8797845840454102,0.3234332203865051,0.589988,58.6423454284668
D2013.02.19_S0675_I141_3,38,0,bilateral,0.1561688780784607,0.028793685138225555,0.8150659799575806,0.31156837940216064,0.625068,49.23353576660156
D2013.02.19_S0675_I141_3,38,0,nl_clahe,0.205943763256073,0.11120065301656723,0.8330540657043457,0.30162763595581055,0.68582,51.27204132080078
D2013.02.19_S0675_I141_3,38,1,raw_unmasked,0.20392291247844696,0.12163970619440079,0.790713369846344,0.2895283102989197,0.845284,45.8837890625
D2013.02.19_S0675_I141_3,38,1,raw_masked,0.18478208780288696,0.08728107064962387,0.7905593514442444,0.29337412118911743,0.721256,46.10445022583008
D2013.02.19_S0675_I141_3,38,1,nl_means,0.1717088371515274,0.019147325307130814,0.8673520088195801,0.3244677186012268,0.591696,61.28447341918945
D2013.02.19_S0675_I141_3,38,1,bilateral,0.17006835341453552,0.03298629820346832,0.8403261303901672,0.31205758452415466,0.624116,48.604034423828125
D2013.02.19_S0675_I141_3,38,1,nl_clahe,0.2014111578464508,0.10478342324495316,0.8105980753898621,0.29985982179641724,0.685852,50.499855041503906
D2013.02.19_S0675_I141_3,38,2,raw_unmasked,0.2587442696094513,0.21410053968429565,0.8407129049301147,0.3175783157348633,0.847684,51.400150299072266
D2013.02.19_S0675_I141_3,38,2,raw_masked,0.23607400059700012,0.17248785495758057,0.8401852250099182,0.3246820867061615,0.724316,53.04711151123047
D2013.02.19_S0675_I141_3,38,2,nl_means,0.19062630832195282,0.027391228824853897,0.9348699450492859,0.35678064823150635,0.59668,66.7939682006836
D2013.02.19_S0675_I141_3,38,2,bilateral,0.20579640567302704,0.05526641383767128,0.9393823146820068,0.3732095956802368,0.625984,57.04866409301758
D2013.02.19_S0675_I141_3,38,2,nl_clahe,0.25655248761177063,0.19040849804878235,0.8808026909828186,0.3370462656021118,0.686196,59.648223876953125
D2013.02.19_S0675_I141_3,38,3,raw_unmasked,0.2776035666465759,0.2472466230392456,0.7438704371452332,0.2827834486961365,0.85406,49.58222579956055
D2013.02.19_S0675_I141_3,38,3,raw_masked,0.2501053512096405,0.1975894272327423,0.7402932047843933,0.2901783883571625,0.72774,53.075164794921875
D2013.02.19_S0675_I141_3,38,3,nl_means,0.18784259259700775,0.03294855356216431,0.8154464364051819,0.30933383107185364,0.599376,64.4279556274414
D2013.02.19_S0675_I141_3,38,3,bilateral,0.1990131139755249,0.06217406690120697,0.7978473901748657,0.32126596570014954,0.628684,55.595272064208984
D2013.02.19_S0675_I141_3,38,3,nl_clahe,0.26503726840019226,0.20831647515296936,0.7707979083061218,0.30090153217315674,0.68632,56.35818862915039
D2013.02.19_S0675_I141_3,38,4,raw_unmasked,4.7817230224609375,5.612025260925293,10.161300659179688,3.963459014892578,0.847556,276.6781311035156
D2013.02.19_S0675_I141_3,38,4,raw_masked,4.175512313842773,3.661242961883545,10.148857116699219,4.2473602294921875,0.727512,609.6218872070312
D2013.02.19_S0675_I141_3,38,4,nl_means,2.5810799598693848,0.18380728363990784,9.98684024810791,4.482541561126709,0.621244,753.0694580078125
D2013.02.19_S0675_I141_3,38,4,bilateral,2.535106897354126,0.3290387988090515,9.65262222290039,4.454321384429932,0.647984,701.8729248046875
D2013.02.19_S0675_I141_3,38,4,nl_clahe,4.8446526527404785,4.032760143280029,11.6885347366333,5.41649866104126,0.689516,715.7220458984375
D2013.02.19_S0675_I141_3,41,0,raw_unmasked,0.2776035666465759,0.2472466230392456,0.7438704371452332,0.2827834486961365,0.85406,49.58222579956055
D2013.02.19_S0675_I141_3,41,0,raw_masked,0.2471373975276947,0.190758615732193,0.7374480366706848,0.29009225964546204,0.71774,52.50361633300781
D2013.02.19_S0675_I141_3,41,0,nl_means,0.18563497066497803,0.03248375654220581,0.7904226183891296,0.30456221103668213,0.591968,64.221435546875
D2013.02.19_S0675_I141_3,41,0,bilateral,0.19876082241535187,0.06365698575973511,0.7914770245552063,0.320460706949234,0.621664,55.297523498535156
D2013.02.19_S0675_I141_3,41,0,nl_clahe,0.26450157165527344,0.20748108625411987,0.7796634435653687,0.3029268682003021,0.678356,58.091552734375
D2013.02.19_S0675_I141_3,41,1,raw_unmasked,4.7817230224609375,5.612025260925293,10.161300659179688,3.963459014892578,0.847556,276.6781311035156
D2013.02.19_S0675_I141_3,41,1,raw_masked,4.2124152183532715,3.529076099395752,10.261700630187988,4.4136786460876465,0.717924,652.9299926757812
D2013.02.19_S0675_I141_3,41,1,nl_means,2.6430423259735107,0.18686005473136902,10.059621810913086,4.8583197593688965,0.613576,749.5466918945312
D2013.02.19_S0675_I141_3,41,1,bilateral,2.5553219318389893,0.3725507855415344,9.77932071685791,4.515770435333252,0.640612,655.592041015625
D2013.02.19_S0675_I141_3,41,1,nl_clahe,4.869957447052002,3.5115914344787598,12.087018966674805,5.517420768737793,0.680512,734.5723876953125
D2013.02.19_S0675_I141_3,41,2,raw_unmasked,4.706970691680908,5.4653496742248535,10.285320281982422,3.992823600769043,0.842116,273.45745849609375
D2013.02.19_S0675_I141_3,41,2,raw_masked,4.07025146484375,3.3872222900390625,10.31269645690918,4.1093010902404785,0.715548,545.2265625
D2013.02.19_S0675_I141_3,41,2,nl_means,2.5463054180145264,0.2037036269903183,10.002629280090332,4.60534143447876,0.61268,708.8007202148438
D2013.02.19_S0675_I141_3,41,2,bilateral,2.487797975540161,0.38788002729415894,9.64384937286377,4.24214506149292,0.638988,613.7166748046875
D2013.02.19_S0675_I141_3,41,2,nl_clahe,4.75651741027832,3.5584678649902344,11.690279006958008,5.254505157470703,0.679108,670.2540283203125
D2013.02.19_S0675_I141_3,41,3,raw_unmasked,0.3092186450958252,0.2339838296175003,0.9830510020256042,0.3865830600261688,0.852068,50.56104278564453
D2013.02.19_S0675_I141_3,41,3,raw_masked,0.28251633048057556,0.18538355827331543,0.9808462858200073,0.39473026990890503,0.718396,54.83905792236328
D2013.02.19_S0675_I141_3,41,3,nl_means,0.21321602165699005,0.03176354244351387,0.9415515661239624,0.38425761461257935,0.589848,67.64834594726562
D2013.02.19_S0675_I141_3,41,3,bilateral,0.21520371735095978,0.06519369781017303,0.8943471312522888,0.3758027255535126,0.621444,56.47499084472656
D2013.02.19_S0675_I141_3,41,3,nl_clahe,0.30638498067855835,0.22196093201637268,0.9902478456497192,0.4020439386367798,0.678236,58.95277786254883
D2013.02.19_S0675_I141_3,41,4,raw_unmasked,0.25328224897384644,0.21410000324249268,0.7378861308097839,0.3196277618408203,0.851052,52.131813049316406
D2013.02.19_S0675_I141_3,41,4,raw_masked,0.22773875296115875,0.15765178203582764,0.7393336892127991,0.3263041079044342,0.717284,53.97812271118164
D2013.02.19_S0675_I141_3,41,4,nl_means,0.16270320117473602,0.024570465087890625,0.7480798363685608,0.2908780872821808,0.587256,61.53207015991211
D2013.02.19_S0675_I141_3,41,4,bilateral,0.1737206131219864,0.05039709061384201,0.7463502883911133,0.3190697431564331,0.619064,54.489463806152344
D2013.02.19_S0675_I141_3,41,4,nl_clahe,0.24357008934020996,0.1746794879436493,0.7757059335708618,0.3385414481163025,0.678112,57.22416687011719
D2013.03.09_S0695_I141_7,21,0,raw_unmasked,3.8031527996063232,1.1561199426651,18.62105941772461,5.71420431137085,0.819208,315.0635681152344
D2013.03.09_S0695_I141_7,21,0,raw_masked,3.71881103515625,0.8082164525985718,18.633756637573242,5.745697498321533,0.711376,328.50830078125
D2013.03.09_S0695_I141_7,21,0,nl_means,2.6209969520568848,0.04509377107024193,14.227140426635742,4.85839319229126,0.60742,542.0648803710938
D2013.03.09_S0695_I141_7,21,0,bilateral,2.7568612098693848,0.1654890477657318,14.378211975097656,4.892401695251465,0.648556,475.7809143066406
D2013.03.09_S0695_I141_7,21,0,nl_clahe,4.513415336608887,1.9110299348831177,19.811744689941406,6.238093376159668,0.69252,380.90460205078125
D2013.03.09_S0695_I141_7,21,1,raw_unmasked,0.6395282745361328,0.10756757855415344,4.446340084075928,1.401167869567871,0.808736,117.8890609741211
D2013.03.09_S0695_I141_7,21,1,raw_masked,0.6270290017127991,0.07920920103788376,4.444072723388672,1.4039759635925293,0.70724,118.29242706298828
D2013.03.09_S0695_I141_7,21,1,nl_means,0.6384660005569458,0.00893021933734417,4.667212009429932,1.493988037109375,0.56578,170.42869567871094
D2013.03.09_S0695_I141_7,21,1,bilateral,0.6033849716186523,0.03148089349269867,4.23846960067749,1.3832708597183228,0.637016,144.97372436523438
D2013.03.09_S0695_I141_7,21,1,nl_clahe,0.6463838815689087,0.14082765579223633,4.41296911239624,1.3857818841934204,0.691324,118.6094970703125
D2013.03.09_S0695_I141_7,21,2,raw_unmasked,0.6716490983963013,0.11186278611421585,4.394566059112549,1.529714584350586,0.80944,141.3606414794922
D2013.03.09_S0695_I141_7,21,2,raw_masked,0.6627102494239807,0.08853699266910553,4.393187046051025,1.5314321517944336,0.70578,141.31234741210938
D2013.03.09_S0695_I141_7,21,2,nl_means,0.6457701325416565,0.008012454956769943,4.3873491287231445,1.6054883003234863,0.565464,186.42640686035156
D2013.03.09_S0695_I141_7,21,2,bilateral,0.6338717937469482,0.02979179285466671,4.242959022521973,1.5476033687591553,0.630396,165.7209930419922
D2013.03.09_S0695_I141_7,21,2,nl_clahe,0.6959962248802185,0.15345270931720734,4.433262348175049,1.525039792060852,0.691188,140.44691467285156
D2013.03.09_S0695_I141_7,21,3,raw_unmasked,0.784121036529541,0.12298452854156494,4.360588550567627,2.0029454231262207,0.810148,166.21792602539062
D2013.03.09_S0695_I141_7,21,3,raw_masked,0.7763007283210754,0.10255511105060577,4.354748249053955,2.0047447681427,0.708444,166.41448974609375
D2013.03.09_S0695_I141_7,21,3,nl_means,0.7075239419937134,0.009008876979351044,4.052376747131348,1.9702645540237427,0.569536,222.7132568359375
D2013.03.09_S0695_I141_7,21,3,bilateral,0.6875166296958923,0.03422210365533829,3.824002742767334,1.910675048828125,0.627832,194.9080810546875
D2013.03.09_S0695_I141_7,21,3,nl_clahe,0.836985170841217,0.15890580415725708,4.549704074859619,2.0555453300476074,0.691372,175.75433349609375
D2013.03.09_S0695_I141_7,21,4,raw_unmasked,0.6697508096694946,0.15080204606056213,3.027012825012207,1.5456410646438599,0.81262,153.71926879882812
D2013.03.09_S0695_I141_7,21,4,raw_masked,0.6524760723114014,0.12335753440856934,3.020160675048828,1.5517278909683228,0.708832,154.51217651367188
D2013.03.09_S0695_I141_7,21,4,nl_means,0.5640456080436707,0.011438344605267048,2.9968788623809814,1.339063286781311,0.57082,179.8464813232422
D2013.03.09_S0695_I141_7,21,4,bilateral,0.529259979724884,0.0413324199616909,2.6567015647888184,1.2683987617492676,0.632388,150.23165893554688
D2013.03.09_S0695_I141_7,21,4,nl_clahe,0.7476490139961243,0.18204347789287567,3.159369468688965,1.7627623081207275,0.691436,158.80401611328125
D2013.03.09_S0695_I141_7,23,0,raw_unmasked,0.6716490983963013,0.11186278611421585,4.394566059112549,1.529714584350586,0.80944,141.3606414794922
D2013.03.09_S0695_I141_7,23,0,raw_masked,0.6627102494239807,0.08853699266910553,4.393187046051025,1.5314321517944336,0.70578,141.31234741210938
D2013.03.09_S0695_I141_7,23,0,nl_means,0.6457701325416565,0.008012454956769943,4.3873491287231445,1.6054883003234863,0.565464,186.42640686035156
D2013.03.09_S0695_I141_7,23,0,bilateral,0.6338717937469482,0.02979179285466671,4.242959022521973,1.5476033687591553,0.630396,165.7209930419922
D2013.03.09_S0695_I141_7,23,0,nl_clahe,0.6959962248802185,0.15345270931720734,4.433262348175049,1.525039792060852,0.691188,140.44691467285156
D2013.03.09_S0695_I141_7,23,1,raw_unmasked,0.784121036529541,0.12298452854156494,4.360588550567627,2.0029454231262207,0.810148,166.21792602539062
D2013.03.09_S0695_I141_7,23,1,raw_masked,0.7763007283210754,0.10255511105060577,4.354748249053955,2.0047447681427,0.708444,166.41448974609375
D2013.03.09_S0695_I141_7,23,1,nl_means,0.7075239419937134,0.009008876979351044,4.052376747131348,1.9702645540237427,0.569536,222.7132568359375
