source,start,pair_idx,pipeline,mean_mag,median_mag,p95_mag,std_mag,nonzero_frac,smoothness
D2013.03.09_S0695_I141_7,23,1,bilateral,0.6875166296958923,0.03422210365533829,3.824002742767334,1.910675048828125,0.627832,194.9080810546875
D2013.03.09_S0695_I141_7,23,1,nl_clahe,0.836985170841217,0.15890580415725708,4.549704074859619,2.0555453300476074,0.691372,175.75433349609375
D2013.03.09_S0695_I141_7,23,2,raw_unmasked,0.6697508096694946,0.15080204606056213,3.027012825012207,1.5456410646438599,0.81262,153.71926879882812
D2013.03.09_S0695_I141_7,23,2,raw_masked,0.6524760723114014,0.12335753440856934,3.020160675048828,1.5517278909683228,0.708832,154.51217651367188
D2013.03.09_S0695_I141_7,23,2,nl_means,0.5640456080436707,0.011438344605267048,2.9968788623809814,1.339063286781311,0.57082,179.8464813232422
D2013.03.09_S0695_I141_7,23,2,bilateral,0.529259979724884,0.0413324199616909,2.6567015647888184,1.2683987617492676,0.632388,150.23165893554688
D2013.03.09_S0695_I141_7,23,2,nl_clahe,0.7476490139961243,0.18204347789287567,3.159369468688965,1.7627623081207275,0.691436,158.80401611328125
D2013.03.09_S0695_I141_7,23,3,raw_unmasked,0.7822328209877014,0.0902194082736969,4.969688892364502,2.0648210048675537,0.81574,163.01095581054688
D2013.03.09_S0695_I141_7,23,3,raw_masked,0.7786092758178711,0.07500669360160828,5.000288009643555,2.071495294570923,0.711752,163.0609588623047
D2013.03.09_S0695_I141_7,23,3,nl_means,0.5189546346664429,0.006837560795247555,2.947192668914795,1.5200488567352295,0.558232,157.3597412109375
D2013.03.09_S0695_I141_7,23,3,bilateral,0.5163418650627136,0.02776753157377243,2.9426121711730957,1.5019892454147339,0.633912,135.77577209472656
D2013.03.09_S0695_I141_7,23,3,nl_clahe,0.9017959237098694,0.13588225841522217,5.411190032958984,2.3333725929260254,0.691324,160.5162353515625
D2013.03.09_S0695_I141_7,23,4,raw_unmasked,0.42451342940330505,0.08063279092311859,2.504495620727539,1.002667784690857,0.810172,94.12315368652344
D2013.03.09_S0695_I141_7,23,4,raw_masked,0.4204360842704773,0.0685485228896141,2.519505500793457,1.0068752765655518,0.706744,94.21375274658203
D2013.03.09_S0695_I141_7,23,4,nl_means,0.3878992795944214,0.005926089361310005,2.4630916118621826,1.0242162942886353,0.557696,120.1021499633789
D2013.03.09_S0695_I141_7,23,4,bilateral,0.3863658308982849,0.025495853275060654,2.4196627140045166,0.980995774269104,0.635272,102.0708999633789
D2013.03.09_S0695_I141_7,23,4,nl_clahe,0.4575824737548828,0.1295468658208847,2.5127313137054443,1.0073202848434448,0.691336,98.19001007080078
D2013.03.09_S0695_I141_7,79,0,raw_unmasked,0.782526433467865,0.32505089044570923,3.494955062866211,1.2968837022781372,0.82452,158.8494415283203
D2013.03.09_S0695_I141_7,79,0,raw_masked,0.7485451102256775,0.246131032705307,3.467883586883545,1.2951656579971313,0.70818,155.3415069580078
D2013.03.09_S0695_I141_7,79,0,nl_means,0.6073527932167053,0.011131593957543373,3.1670455932617188,1.232351541519165,0.579256,196.76199340820312
D2013.03.09_S0695_I141_7,79,0,bilateral,0.6235545873641968,0.07229757308959961,3.104457378387451,1.1449309587478638,0.656932,159.06683349609375
D2013.03.09_S0695_I141_7,79,0,nl_clahe,0.8011665344238281,0.47112637758255005,3.212351083755493,1.1455601453781128,0.702872,145.8766632080078
D2013.03.09_S0695_I141_7,79,1,raw_unmasked,0.38563066720962524,0.1988098919391632,1.5236269235610962,0.5666128396987915,0.820972,93.85269927978516
D2013.03.09_S0695_I141_7,79,1,raw_masked,0.36359331011772156,0.15246844291687012,1.5209388732910156,0.5703224539756775,0.706856,92.44932556152344
D2013.03.09_S0695_I141_7,79,1,nl_means,0.2985604703426361,0.009248843416571617,1.5038539171218872,0.5875866413116455,0.573992,115.09754943847656
D2013.03.09_S0695_I141_7,79,1,bilateral,0.3107816278934479,0.05250059813261032,1.4060416221618652,0.5497142672538757,0.654548,94.87089538574219
D2013.03.09_S0695_I141_7,79,1,nl_clahe,0.43220141530036926,0.27088862657546997,1.6107364892959595,0.5907025337219238,0.703284,100.74162292480469
D2013.03.09_S0695_I141_7,79,2,raw_unmasked,0.2928747236728668,0.12425940483808517,1.12686288356781,0.6547001600265503,0.814564,94.42266082763672
D2013.03.09_S0695_I141_7,79,2,raw_masked,0.28487449884414673,0.09611053764820099,1.1333836317062378,0.6599583625793457,0.706052,94.70693969726562
D2013.03.09_S0695_I141_7,79,2,nl_means,0.24083802103996277,0.005545793566852808,1.0342159271240234,0.6595504283905029,0.563056,105.4154281616211
D2013.03.09_S0695_I141_7,79,2,bilateral,0.24327167868614197,0.030398298054933548,0.9968084692955017,0.6094330549240112,0.64944,88.064453125
D2013.03.09_S0695_I141_7,79,2,nl_clahe,0.3346743583679199,0.20225763320922852,1.1681584119796753,0.6838244199752808,0.703364,99.61662292480469
D2013.03.09_S0695_I141_7,79,3,raw_unmasked,0.20482982695102692,0.07861410081386566,0.7963763475418091,0.43102291226387024,0.818212,73.20701599121094
D2013.03.09_S0695_I141_7,79,3,raw_masked,0.19425061345100403,0.05869227647781372,0.7969266772270203,0.43280601501464844,0.70632,73.36732482910156
D2013.03.09_S0695_I141_7,79,3,nl_means,0.1725439876317978,0.003773523261770606,0.83822101354599,0.4413187503814697,0.554008,82.67832946777344
D2013.03.09_S0695_I141_7,79,3,bilateral,0.17513617873191833,0.021908119320869446,0.7740201950073242,0.4094434380531311,0.646528,69.05863952636719
D2013.03.09_S0695_I141_7,79,3,nl_clahe,0.23453709483146667,0.11078976839780807,0.8217339515686035,0.4505822956562042,0.702764,79.66435241699219
D2013.03.09_S0695_I141_7,79,4,raw_unmasked,5.1335129737854,2.0107054710388184,14.715765953063965,6.295599460601807,0.830176,612.4822998046875
D2013.03.09_S0695_I141_7,79,4,raw_masked,4.744867324829102,0.8501811027526855,13.89664363861084,5.972105503082275,0.712956,695.33203125
D2013.03.09_S0695_I141_7,79,4,nl_means,3.48949933052063,0.06018230319023132,13.617904663085938,5.909017562866211,0.623756,851.0281372070312
D2013.03.09_S0695_I141_7,79,4,bilateral,3.3681800365448,0.1980145126581192,12.918956756591797,5.241967678070068,0.66578,699.3706665039062
D2013.03.09_S0695_I141_7,79,4,nl_clahe,6.088490009307861,4.7109694480896,16.739713668823242,6.953158855438232,0.70378,775.7090454101562
