id,n,mean,std,var
D2013.09.23_S0830_I141_1,300,-1.7662827406709583e-06,6.753204885285896e-05,4.560577622264929e-09
D2013.09.23_S0830_I141_10,300,1.2941077894688865e-05,0.00011494506311501033,1.3212367534513708e-08
D2013.09.23_S0830_I141_2,300,1.7474983259215075e-05,0.00015536420358780225,2.413803575647207e-08
D2013.09.23_S0830_I141_3,300,2.9476227892496117e-05,9.006496448163789e-05,8.111697827078695e-09
D2013.09.23_S0830_I141_4,300,4.653222206760195e-05,0.00016368040581146923,2.6791275246607253e-08
D2013.09.23_S0830_I141_5,300,1.0182192530718837e-05,3.781136730715824e-05,1.429699497636835e-09
D2013.09.23_S0830_I141_6,300,1.6766963179388008e-05,5.479386543212112e-05,3.0023676889933974e-09
D2013.09.23_S0830_I141_7,300,2.6868131622942808e-05,6.86478071484231e-05,4.71252142628709e-09
D2013.09.23_S0830_I141_8,300,9.062133133947252e-06,9.356679550013173e-05,8.754745220163472e-09
D2013.09.23_S0830_I141_9,300,9.243802385204465e-06,6.471689862659449e-05,4.188276967844909e-09
D2013.09.23_S0831_I141_1,300,1.3321125291459641e-05,0.00014027096013568072,1.9675942257385726e-08
D2013.09.23_S0831_I141_2,300,2.0283084696816426e-05,0.00014020816321549752,1.9658329032263593e-08
D2013.09.23_S0831_I141_3,300,3.624900361644497e-05,0.00014250242955647836,2.0306942429499076e-08
D2013.09.23_S0831_I141_4,300,3.0802423615720424e-06,0.0003460971693686464,1.1978325064498953e-07
D2013.09.23_S0831_I141_5,300,2.390961314423142e-05,0.0004497254463822244,2.0225297712369103e-07
D2013.09.27_S0834_I141_1,300,9.95368736014394e-06,0.00013800077793249104,1.904421470997271e-08
D2013.09.27_S0834_I141_2,300,2.7108646148311284e-05,0.000262079655120517,6.868574562808912e-08
D2013.09.27_S0834_I141_3,300,-0.0001244068657532201,0.0013720421449450822,1.8824996475055021e-06
D2013.09.27_S0834_I141_4,300,5.172444858544622e-05,0.0001590007211545914,2.5281229327680135e-08
D2013.10.01_S0838_I141_1,300,2.2102680792528416e-05,0.00017883636602491614,3.198244581299778e-08
D2013.10.01_S0838_I141_2,300,3.506157429546815e-05,0.00021707700835685835,4.712242755716355e-08
D2013.10.01_S0838_I141_3,300,6.42149410849413e-05,0.0001485041407109149,2.2053479808287215e-08
D2013.10.01_S0838_I141_4,300,3.233375552753159e-05,0.00013213575711577846,1.745985830856e-08
D2013.10.01_S0838_I141_5,300,5.8774300530783915e-06,2.940673423770283e-05,8.647560185268838e-10
D2013.10.01_S0838_I141_6,300,3.0507526432265545e-05,0.00014417554208143315,2.07865869344751e-08
D2013.10.03_S0841_I141_1,300,1.0729422225684478e-05,0.00014042898651528708,1.9720300253710684e-08
D2013.10.03_S0841_I141_10,300,3.9940503049441154e-05,0.0001924536302223949,3.7038399785778306e-08
D2013.10.03_S0841_I141_2,300,5.730369219863955e-05,0.0005408170649361286,2.9248309772612873e-07
D2013.10.03_S0841_I141_3,300,4.205361004120315e-05,0.000309621160440105,9.586526299227725e-08
D2013.10.03_S0841_I141_4,300,3.722665593500096e-05,0.00042974519125244724,1.8468092940460246e-07
D2013.10.03_S0841_I141_5,300,-4.718444820355217e-06,6.717413886652015e-05,4.512364932458533e-09
D2013.10.03_S0841_I141_6,300,2.0795992700328725e-05,0.0001754857712430444,3.0795255908766115e-08
D2013.10.03_S0841_I141_7,300,4.6033147800651856e-05,7.3097046800329e-05,5.343178250929489e-09
D2013.10.03_S0841_I141_8,300,8.023330460995719e-05,0.000228093270631828,5.2026540107524327e-08
D2013.10.03_S0841_I141_9,300,1.9121973549095136e-05,0.00017471626475060802,3.052577316840455e-08
D2013.10.07_S0844_I141_1,300,6.666473392632118e-07,0.00013912600791236827,1.9356046077632356e-08
D2013.10.07_S0844_I141_10,300,5.537164542516848e-05,0.00018113987041091392,3.281165265248269e-08
D2013.10.07_S0844_I141_11,300,1.0569290316115125e-05,0.00014420271552463118,2.0794423164677704e-08
D2013.10.07_S0844_I141_12,300,5.937558095278443e-05,0.00014185197308187449,2.0121982267220843e-08
D2013.10.07_S0844_I141_2,300,1.0937469116244122e-05,3.6991542112736854e-05,1.368374187878384e-09
D2013.10.07_S0844_I141_3,300,1.146241675519614e-05,4.0191658994926304e-05,1.6153694527644403e-09
D2013.10.07_S0844_I141_4,300,-1.981778510279734e-06,0.000153442641612131,2.3544644264908875e-08
D2013.10.07_S0844_I141_5,300,1.3168771900880689e-05,6.831112375397059e-05,4.666409628530284e-09
D2013.10.07_S0844_I141_6,300,1.8158811641887002e-05,0.0006693871267595962,4.4807912547146767e-07
D2013.10.07_S0844_I141_7,300,2.5344790234006117e-05,0.0003478239596148386,1.2098150688214487e-07
D2013.10.07_S0844_I141_8,300,2.140348842099608e-05,7.45982894362781e-05,5.564904786818722e-09
D2013.10.07_S0844_I141_9,300,2.130630402140889e-05,8.212701154716518e-05,6.744846025668203e-09
D2013.10.08_S0845_I141_1,300,1.5062271190420991e-06,0.00011834726955854485,1.4006076211962877e-08
D2013.10.08_S0845_I141_2,300,8.215844371382748e-06,0.00011645445949726437,1.3561641136799987e-08
D2013.10.08_S0845_I141_3,300,2.19614053493918e-05,5.1553729178987284e-05,2.6577869922603647e-09
D2013.10.08_S0845_I141_4,300,5.476314312507687e-06,9.585783205878582e-05,9.188723967010386e-09
D2013.10.09_S0847_I141_1,300,1.3462546038311984e-05,6.178586031532536e-05,3.817492534904897e-09
D2013.10.09_S0847_I141_2,300,1.0075164839149498e-05,4.606705037370435e-05,2.1221731301334143e-09
D2013.10.09_S0847_I141_3,300,9.500846997134715e-06,4.211696003692735e-05,1.7738383227521353e-09
D2013.10.09_S0847_I141_4,300,2.6659303111279027e-05,9.407197566591045e-05,8.849536605687649e-09
D2013.10.09_S0847_I141_5,300,1.419023051558573e-05,6.539340196957698e-05,4.276297021154674e-09
D2013.10.09_S0847_I141_6,300,3.972027184410365e-05,0.00020404392208951043,4.163392214167021e-08
D2013.10.09_S0847_I141_7,300,1.6223984421290063e-05,0.0001293298159912821,1.6726201304338887e-08
D2013.10.15_S0850_I141_1,300,1.859673239323456e-05,0.00014499845959552976,2.1024553285076477e-08
D2013.10.15_S0850_I141_2,300,7.801314553338063e-06,3.872018668293973e-05,1.4992528567617032e-09
D2013.10.15_S0850_I141_3,300,-7.06323298489527e-05,0.0007422680999069948,5.509619321395404e-07
D2013.10.15_S0850_I141_4,300,1.6984912384666965e-05,0.00021246529555747615,4.51415018163257e-08
D2013.10.15_S0850_I141_5,300,1.0166810480948622e-05,6.499304633283479e-05,4.224096071622009e-09
D2013.10.15_S0850_I141_6,300,1.8376035918095112e-05,0.00018953644304481085,3.592406324207883e-08
D2013.10.15_S0850_I141_7,300,8.811907126743771e-06,0.0001204089730220546,1.4498320784225874e-08
D2013.10.15_S0850_I141_8,300,1.4839495478016219e-05,5.65346673374476e-05,3.1961686109558646e-09
D2013.10.15_S0850_I141_9,300,1.9910629850509545e-05,0.00010428302134576227,1.0874948541000707e-08
D2013.10.18_S0855_I141_1,300,1.0638134174020634e-05,0.00011739030133474944,1.3780482847463276e-08
D2013.10.18_S0855_I141_2,300,1.0882980536222794e-05,3.242279672097157e-05,1.0512377472094445e-09
D2013.10.18_S0855_I141_3,300,1.4394562505313975e-05,4.3485915479110076e-05,1.8910248450563053e-09
D2013.10.18_S0855_I141_4,300,-9.121327371559573e-06,0.00011420160403780674,1.3042006364807997e-08
D2013.10.18_S0856_I141_1,300,2.2968464932944243e-05,0.00011951869758703019,1.4284719072899977e-08
D2013.10.18_S0856_I141_2,300,5.301325292150771e-06,2.4778491572024516e-05,6.1397364458489e-10
D2013.10.18_S0856_I141_3,300,2.082982216259725e-05,6.586872497139292e-05,4.338688929357002e-09
D2013.10.18_S0856_I141_4,300,2.293258491071981e-05,0.0003190741074439003,1.0180828604112164e-07
D2013.10.18_S0856_I141_5,300,2.0137024843798202e-05,8.265804469530167e-05,6.832352352850487e-09
D2013.10.22_S0857_I141_1,300,-1.0450165073810544e-05,9.77231565239051e-05,9.549815320995656e-09
D2013.10.22_S0857_I141_2,300,1.2361214894041813e-05,4.2992017280358376e-05,1.848313549834633e-09
D2013.10.22_S0857_I141_3,300,7.715818434514965e-06,3.976971008637593e-05,1.5816298403543912e-09
D2013.10.22_S0857_I141_4,300,7.23584057188494e-06,0.00017808400826309093,3.1713913999048644e-08
D2013.10.22_S0857_I141_5,300,7.987396321927538e-06,0.00015257981796515147,2.3280600850278758e-08
D2013.10.22_S0857_I141_6,300,1.9111452655048803e-05,0.0002782663994368555,7.743218905555162e-08
D2013.10.22_S0857_I141_7,300,6.89682548803224e-05,0.0001545622889645237,2.3889501169952926e-08
D2013.10.22_S0857_I141_8,300,2.067792430584821e-05,7.491471469673541e-05,5.612214478093264e-09
D2013.10.23_S0858_I141_1,300,-2.2103960433407604e-05,0.0004369044373882504,1.908854874095436e-07
D2013.10.23_S0858_I141_10,300,3.3248715887642295e-06,0.0004115862448057246,1.6940323691327784e-07
D2013.10.23_S0858_I141_11,300,2.1996224530080137e-05,8.530585212981034e-05,7.2770884075930685e-09
D2013.10.23_S0858_I141_12,300,3.38259451778337e-05,0.00022126366825210027,4.895761088837548e-08
D2013.10.23_S0858_I141_2,300,5.161181029980829e-06,2.4980703535936954e-05,6.240355491503731e-10
D2013.10.23_S0858_I141_3,300,1.1308099124711646e-05,4.360571973037089e-05,1.901458793203657e-09
D2013.10.23_S0858_I141_4,300,1.3257426065536038e-05,8.193534811065675e-05,6.7134012700145034e-09
D2013.10.23_S0858_I141_5,300,9.240913842987196e-06,4.488832201214911e-05,2.0149614530663903e-09
D2013.10.23_S0858_I141_6,300,3.2611809438186274e-05,0.00015493140722348244,2.4003740944248547e-08
D2013.10.23_S0858_I141_7,300,2.9345858582322156e-05,0.00013633096754624605,1.858613271209559e-08
D2013.10.23_S0858_I141_8,300,1.2419819576242238e-05,7.461439569493458e-05,5.567308044920272e-09
D2013.10.23_S0858_I141_9,300,2.036657444286938e-05,5.9751878764508085e-05,3.5702870158884723e-09
D2013.10.29_S0863_I141_1,300,2.3437968435964982e-05,0.00012853954024501067,1.652241340639872e-08
D2013.10.29_S0863_I141_2,300,1.907627951590977e-05,4.634015312077232e-05,2.147409791256625e-09
D2013.10.29_S0863_I141_3,300,1.2901583781067909e-05,4.082287710265289e-05,1.6665072949383015e-09
D2013.10.30_S0864_I141_1,300,6.839270889128871e-07,0.00014787120310507816,2.186589270774328e-08
D2013.10.30_S0864_I141_2,300,1.3209802328484344e-06,2.3010551786455213e-05,5.294854935171372e-10
D2013.10.30_S0864_I141_3,300,4.774311163296592e-06,4.92851589732111e-05,2.429026895014691e-09
D2013.10.30_S0864_I141_4,300,2.2483490044618767e-05,0.0006182756921753636,3.82264831534925e-07
D2013.10.30_S0864_I141_5,300,1.6046126615639385e-05,9.058873265247709e-05,8.20631848358197e-09
D2013.10.30_S0864_I141_6,300,5.328617937057819e-05,0.00028467761705028093,8.104134564942639e-08
D2013.10.30_S0865_I141_1,300,1.5605774847055425e-05,0.00012674456027911843,1.6064183560347085e-08
D2013.10.30_S0865_I141_10,300,2.3842016920525565e-05,0.00015657742075218217,2.451648868940589e-08
D2013.10.30_S0865_I141_11,300,3.542347497570357e-05,0.0001602814816972586,2.569015337506864e-08
D2013.10.30_S0865_I141_12,300,6.442158611264404e-05,0.0002629912868881886,6.916441697910554e-08
D2013.10.30_S0865_I141_2,300,-8.651520886208649e-05,0.0008319932611366237,6.922127865767541e-07
D2013.10.30_S0865_I141_3,300,5.995648460555003e-06,0.00032160964068140283,1.0343276097922105e-07
D2013.10.30_S0865_I141_4,300,-8.330762139318418e-06,0.0001439284339218225,2.0715394091188428e-08
D2013.10.30_S0865_I141_5,300,-4.796983927878532e-05,0.0006057582990544844,3.669431168733821e-07
D2013.10.30_S0865_I141_6,300,4.4397458804799805e-05,0.0002369558994352079,5.614809827714836e-08
D2013.10.30_S0865_I141_7,300,7.712173686892736e-06,0.0010554318592588359,1.113936409538563e-06
D2013.10.30_S0865_I141_8,300,1.8980039131217077e-05,0.00013227572464767488,1.74968673310675e-08
D2013.10.30_S0865_I141_9,300,3.179616594328157e-05,0.0011311031294342843,1.2793942894160312e-06
D2013.10.30_S0866_I141_1,300,-1.1571785697128688e-06,0.0004773993358449108,2.279101258651619e-07
D2013.10.30_S0866_I141_2,300,1.0350705684440224e-05,4.5662931297622994e-05,2.0851032946914377e-09
D2013.10.30_S0866_I141_3,300,1.1317275968281137e-05,4.8055318326624723e-05,2.3093136194732338e-09
D2013.10.30_S0866_I141_4,300,3.7595398569105023e-06,0.00013697076614132127,1.8760990777340517e-08
D2013.10.30_S0866_I141_5,300,5.776671305461889e-06,4.282676981161899e-05,1.8341322124973998e-09
D2013.10.30_S0866_I141_6,300,1.4717034690837257e-05,0.0003746170212635417,1.4033791262036886e-07
D2013.10.30_S0866_I141_7,300,5.8076781143654444e-05,0.0005344654968606411,2.8565336733449194e-07
D2013.10.31_S0867_I141_1,300,-3.644473414311733e-05,0.00039192644903285226,1.5360634145150096e-07
D2013.10.31_S0867_I141_2,300,6.706919965952333e-06,0.0003728732805258747,1.3903448333012765e-07
D2013.10.31_S0867_I141_3,300,-1.1253442244409939e-05,0.0001649411728026411,2.720559048551072e-08
D2013.10.31_S0867_I141_4,300,-8.178950231343408e-06,0.0002804611484320799,7.865845577984116e-08
D2013.10.31_S0867_I141_5,300,-1.2673815225999381e-05,0.0006676200796933714,4.4571657080978356e-07
D2013.10.31_S0867_I141_6,300,1.867201580883678e-06,0.00015389340922163393,2.368318140185728e-08
D2013.10.31_S0867_I141_7,300,3.27197548199365e-05,0.000541987942422224,2.93750929731076e-07
D2013.11.02_S0868_I141_1,300,5.7834485893219305e-06,0.00018525841632530102,3.432068081935856e-08
D2013.11.02_S0868_I141_10,300,1.969313833077043e-05,0.0003706491460809327,1.3738078949052457e-07
D2013.11.02_S0868_I141_2,300,1.7023066667339511e-06,3.1162574813672014e-05,9.711060690177053e-10
D2013.11.02_S0868_I141_3,300,1.2376610261952691e-05,4.6363580935622724e-05,2.149581637174039e-09
D2013.11.02_S0868_I141_4,300,9.315266904176649e-06,0.00015373471108078726,2.3634361391093135e-08
D2013.11.02_S0868_I141_5,300,2.401474970164704e-05,0.00012181266429489378,1.4838325182620492e-08
D2013.11.02_S0868_I141_6,300,0.00011330589855020889,0.00041562644764796833,1.7274534398446937e-07
D2013.11.02_S0868_I141_7,300,3.270333133450265e-05,0.0002902599351038825,8.42508299265101e-08
D2013.11.02_S0868_I141_8,300,3.240575287842754e-05,0.00012175678536393451,1.4824714782159215e-08
D2013.11.02_S0868_I141_9,300,3.895988063561617e-05,7.755216639094287e-05,6.014338511928488e-09
D2013.11.04_S0869_I141_1,300,1.2899606580791441e-05,0.00016429740618706122,2.6993637679796185e-08
D2013.11.04_S0869_I141_2,300,9.81011844733241e-06,3.357745199418332e-05,1.1274452824216853e-09
D2013.11.04_S0869_I141_3,300,3.8724238657457854e-06,3.7198037118573235e-05,1.3836939654747522e-09
D2013.11.04_S0869_I141_4,300,8.906275359349772e-06,0.0002270003779565816,5.15291715924309e-08
D2013.11.04_S0869_I141_5,300,2.18137664553808e-05,7.344486667727371e-05,5.39414844124251e-09
D2013.11.04_S0869_I141_6,300,5.599304305140625e-05,0.0003005697564208674,9.034217847489957e-08
D2013.11.05_S0870_I141_1,300,6.66366534574081e-06,6.343558389679842e-05,4.02407330432775e-09
D2013.11.05_S0870_I141_10,300,2.830262507049023e-06,0.00015983669854354707,2.554777020130074e-08
D2013.11.05_S0870_I141_2,300,1.1249657125714425e-05,3.993746148273678e-05,1.5950008296850834e-09
D2013.11.05_S0870_I141_3,300,6.1605130927248436e-06,2.7585392022911597e-05,7.609538530577148e-10
D2013.11.05_S0870_I141_4,300,-2.633730767881796e-06,0.0001062590042078849,1.1290975975251301e-08
D2013.11.05_S0870_I141_5,300,2.2726634974787884e-05,9.285844141389063e-05,8.622690141816959e-09
D2013.11.05_S0870_I141_6,300,4.3471174778841144e-05,0.00015077410783461212,2.273283159332324e-08
D2013.11.05_S0870_I141_7,300,1.7995756340975313e-05,0.00012219336462631912,1.4931218358700576e-08
D2013.11.05_S0870_I141_8,300,2.9789554162675813e-05,8.511921074270428e-05,7.2452800374609036e-09
D2013.11.05_S0870_I141_9,300,2.265647590898349e-05,0.00015293250708786906,2.338835172418112e-08
D2013.11.07_S0873_I141_1,300,1.544769441832609e-05,5.695784647517216e-05,3.2441962750892814e-09
D2013.11.07_S0873_I141_2,300,7.666870575384621e-06,0.0003306383673143126,1.093217299402743e-07
D2013.11.07_S0873_I141_3,300,1.227106661297365e-05,3.994289335389564e-05,1.5954347294806804e-09
D2013.11.07_S0873_I141_4,300,3.502845891089438e-05,0.0001078890890832327,1.1640055543209721e-08
D2013.11.07_S0873_I141_5,300,1.1815511595679358e-05,6.224835984676445e-05,3.8748583036122765e-09
D2013.11.07_S0873_I141_6,300,3.927026087275465e-05,0.00020327796661069234,4.132193170937775e-08
D2013.11.07_S0873_I141_7,300,2.0769028282738114e-05,0.00014765818683854344,2.1802940140446206e-08
D2013.11.11_S0875_I141_1,300,-2.3421539032497663e-06,0.00010808455236815893,1.168227046062529e-08
D2013.11.11_S0875_I141_2,300,-2.648702676644928e-06,3.2291986818841485e-05,1.0427724127082324e-09
D2013.11.11_S0875_I141_3,300,1.3834632379244501e-05,3.0458017481190898e-05,9.276908288845303e-10
D2013.11.11_S0875_I141_4,300,2.5969570354883824e-05,0.00011043444971824486,1.219576768457155e-08
D2013.11.11_S0875_I141_5,300,1.0666959154048694e-05,4.9417010117029025e-05,2.4420408889065487e-09
D2013.11.11_S0876_I141_1,300,5.57410131672024e-06,5.172729343170086e-05,2.6757128857692833e-09
D2013.11.11_S0876_I141_2,300,-2.22051148482727e-06,0.00011393566071575725,1.2981334782736151e-08
D2013.11.11_S0876_I141_3,300,1.2948965469282333e-05,0.0002513844583391431,6.319414589446437e-08
