dish_well,day1_meets,day1_details,day1_true,day3_meets,day3_details,day3_true,day5_meets,day5_details,day5_true,selected_final
D2019.03.01_S02221_I0141_D_9,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:True|Corr:False|Conf:False,1,False
D2019.03.02_S02223_I0141_D_1,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2019.03.02_S02223_I0141_D_2,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.03.02_S02223_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False
D2019.03.02_S02223_I0141_D_4,False,Pk:False|Corr:False|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.03.02_S02223_I0141_D_5,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.03.02_S02223_I0141_D_6,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2019.03.02_S02223_I0141_D_7,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.03.02_S02223_I0141_D_8,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.03.02_S02223_I0141_D_9,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.03.23_S02240_I0141_D_1,False,Pk:True|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2019.03.23_S02240_I0141_D_10,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.03.23_S02240_I0141_D_3,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False
D2019.03.23_S02240_I0141_D_4,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.03.23_S02240_I0141_D_5,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.03.23_S02240_I0141_D_6,False,Pk:False|Corr:False|Conf:True,1,False,Pk:True|Corr:False|Conf:True,1,False,Pk:False|Corr:False|Conf:False,1,False
D2019.03.23_S02240_I0141_D_7,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.03.23_S02240_I0141_D_9,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.06.07_S02301_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.06.07_S02301_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False
D2019.06.07_S02301_I0141_D_4,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.06.07_S02301_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.06.14_S02307_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.06.14_S02307_I0141_D_10,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.06.14_S02307_I0141_D_11,False,Pk:False|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.06.14_S02307_I0141_D_12,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:False|Conf:False,1,False
D2019.06.14_S02307_I0141_D_2,False,Pk:False|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,False
D2019.06.14_S02307_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.06.14_S02307_I0141_D_4,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.06.14_S02307_I0141_D_5,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.06.14_S02307_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,False
D2019.06.14_S02307_I0141_D_7,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.06.14_S02307_I0141_D_8,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2019.06.14_S02307_I0141_D_9,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.06.26_S02314_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.06.26_S02314_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.07.10_S02324_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:False|Conf:False,0,False
D2019.07.10_S02324_I0141_D_2,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.07.10_S02324_I0141_D_3,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2019.07.10_S02324_I0141_D_4,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.07.10_S02324_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.07.10_S02324_I0141_D_6,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.09.07_S02344_I0141_D_2,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.09.07_S02344_I0141_D_3,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,False
D2019.09.21_S02354_I0141_D_1,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.09.21_S02354_I0141_D_2,False,Pk:False|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:False,1,False
D2019.09.21_S02354_I0141_D_3,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.09.21_S02354_I0141_D_4,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2019.09.21_S02354_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.09.21_S02354_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False
D2019.10.04_S02365_I0141_D_1,False,Pk:False|Corr:False|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.10.04_S02365_I0141_D_2,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2019.10.04_S02365_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:False,1,False
D2019.10.04_S02365_I0141_D_4,False,Pk:False|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.10.04_S02365_I0141_D_6,False,Pk:False|Corr:False|Conf:True,1,False,Pk:True|Corr:False|Conf:True,1,False,Pk:False|Corr:False|Conf:True,1,False
D2019.10.04_S02365_I0141_D_7,False,Pk:True|Corr:True|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.17_S02379_I0141_D_10,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.17_S02379_I0141_D_11,False,Pk:False|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.17_S02379_I0141_D_12,False,Pk:False|Corr:False|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:True|Corr:False|Conf:False,0,False
D2019.10.17_S02379_I0141_D_3,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.10.17_S02379_I0141_D_4,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.10.17_S02379_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.17_S02379_I0141_D_8,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.10.17_S02379_I0141_D_9,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.10.17_S02380_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.10.17_S02380_I0141_D_2,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.10.17_S02380_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:True|Corr:False|Conf:False,1,False
D2019.10.17_S02380_I0141_D_4,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.25_S02387_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2019.10.25_S02387_I0141_D_2,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.25_S02387_I0141_D_3,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.10.25_S02387_I0141_D_4,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.10.25_S02387_I0141_D_5,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.25_S02387_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.25_S02387_I0141_D_7,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2019.10.25_S02387_I0141_D_8,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.10.26_S02388_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.10.26_S02388_I0141_D_10,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.10.26_S02388_I0141_D_11,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:False,1,False
D2019.10.26_S02388_I0141_D_12,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2019.10.26_S02388_I0141_D_2,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:False|Conf:True,0,False
D2019.10.26_S02388_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False
D2019.10.26_S02388_I0141_D_4,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False
D2019.10.26_S02388_I0141_D_5,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2019.10.26_S02388_I0141_D_7,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2019.10.26_S02388_I0141_D_8,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2019.11.27_S02415_I0141_D_1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False
D2019.11.27_S02415_I0141_D_2,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:False,1,False
D2020.01.17_S02446_I0141_D_1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.01.17_S02446_I0141_D_2,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.01.24_S02450_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.01.24_S02450_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.01.24_S02450_I0141_D_3,False,Pk:False|Corr:False|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.01.24_S02450_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:False|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.01.24_S02450_I0141_D_6,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.01.24_S02450_I0141_D_7,False,Pk:False|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2020.01.24_S02450_I0141_D_8,False,Pk:False|Corr:False|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False
D2020.02.14_S02471_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.02.14_S02471_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.03.02_S02485_I0141_D_1,False,Pk:False|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.03.02_S02485_I0141_D_10,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False
D2020.03.02_S02485_I0141_D_11,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.03.02_S02485_I0141_D_12,False,Pk:True|Corr:False|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.03.02_S02485_I0141_D_2,False,Pk:True|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:False|Conf:False,1,False
D2020.03.02_S02485_I0141_D_4,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False
D2020.03.02_S02485_I0141_D_5,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.03.02_S02485_I0141_D_7,False,Pk:True|Corr:True|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,True,Pk:True|Corr:True|Conf:True,0,False
D2020.03.02_S02485_I0141_D_8,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.03.02_S02485_I0141_D_9,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:False|Corr:False|Conf:False,1,False
D2020.05.21_S02526_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:False,1,False
D2020.05.21_S02526_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.05.21_S02526_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.05.21_S02526_I0141_D_4,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.05.21_S02526_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.05.21_S02526_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.05.21_S02526_I0141_D_7,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.06.05_S02537_I0141_D_1,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.06.05_S02537_I0141_D_2,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.06.05_S02537_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.06.11_S02540_I0141_D_1,False,Pk:True|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.06.11_S02540_I0141_D_2,False,Pk:True|Corr:True|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.06.11_S02540_I0141_D_4,False,Pk:False|Corr:False|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.06.11_S02540_I0141_D_5,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.06.11_S02540_I0141_D_7,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.06.11_S02540_I0141_D_8,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.08.04_S02589_I0141_D_1,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.08.04_S02589_I0141_D_2,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.08.04_S02589_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.08.04_S02589_I0141_D_4,False,Pk:True|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.08.04_S02589_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:True,1,False
D2020.08.04_S02589_I0141_D_7,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.08.04_S02589_I0141_D_8,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.09.10_S02617_I0141_D_10,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.09.10_S02617_I0141_D_11,False,Pk:True|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.09.10_S02617_I0141_D_3,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.09.10_S02617_I0141_D_4,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.09.10_S02617_I0141_D_7,False,Pk:True|Corr:False|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.09.10_S02617_I0141_D_8,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.09.10_S02617_I0141_D_9,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.09.23_S02628_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:False,1,False,Pk:False|Corr:False|Conf:True,1,False
D2020.09.23_S02628_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:False|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False
D2020.09.23_S02628_I0141_D_3,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False
D2020.09.23_S02628_I0141_D_4,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:False|Conf:False,1,False,Pk:False|Corr:False|Conf:True,1,False
D2020.09.23_S02628_I0141_D_5,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,True,Pk:True|Corr:True|Conf:True,1,False
D2020.09.23_S02628_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.09.23_S02628_I0141_D_7,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False
D2020.09.23_S02628_I0141_D_8,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:False|Conf:True,0,False
D2020.11.11_S02674_I0141_D_1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.11.11_S02674_I0141_D_10,False,Pk:False|Corr:False|Conf:False,0,True,Pk:True|Corr:True|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.11.11_S02674_I0141_D_11,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
D2020.11.11_S02674_I0141_D_12,True,Pk:True|Corr:True|Conf:True,1,False,Pk:True|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.11.11_S02674_I0141_D_2,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:False|Conf:True,1,False,Pk:False|Corr:False|Conf:True,1,False
D2020.11.11_S02674_I0141_D_3,False,Pk:False|Corr:True|Conf:False,1,False,Pk:False|Corr:True|Conf:False,1,False,Pk:True|Corr:True|Conf:False,1,False
D2020.11.11_S02674_I0141_D_4,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.11.11_S02674_I0141_D_6,False,Pk:False|Corr:False|Conf:False,0,False,Pk:True|Corr:False|Conf:True,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.11.11_S02674_I0141_D_7,False,Pk:False|Corr:False|Conf:True,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:False|Corr:True|Conf:False,0,False
D2020.11.11_S02674_I0141_D_8,False,Pk:False|Corr:True|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False,Pk:True|Corr:True|Conf:False,0,False
D2020.11.14_S02679_I0141_D_1,False,Pk:False|Corr:True|Conf:False,0,False,Pk:False|Corr:False|Conf:False,0,False,Pk:False|Corr:True|Conf:True,0,False
