time_step,p_value,p_corr,signif
time_0,0.21284150967253368,1.0,False
time_1,0.21884285085153754,1.0,False
time_2,0.48661616360505155,1.0,False
time_3,0.42790866761462676,1.0,False
time_4,0.3480454324710135,1.0,False
time_5,0.14988463923763387,1.0,False
time_6,0.14094062630894763,1.0,False
time_7,0.12830136951048107,1.0,False
time_8,0.1453599591014673,1.0,False
time_9,0.16410362085830377,1.0,False
time_10,0.20119719071178255,1.0,False
time_11,0.3080687700825764,1.0,False
time_12,0.2249647754632632,1.0,False
time_13,0.21884285085153754,1.0,False
time_14,0.2312080719180707,1.0,False
time_15,0.1545159655284919,1.0,False
time_16,0.20119719071178255,1.0,False
time_17,0.292964339566945,1.0,False
time_18,0.23757348009577006,1.0,False
time_19,0.35642000446154865,1.0,False
time_20,0.5280506366020263,1.0,False
time_21,0.5494220783088672,1.0,False
time_22,0.5494220783088672,1.0,False
time_23,0.44700520964634893,1.0,False
time_24,0.3735464429019998,1.0,False
time_25,0.33167505902605865,1.0,False
time_26,0.292964339566945,1.0,False
time_27,0.3397970423083936,1.0,False
time_28,0.3735464429019998,1.0,False
time_29,0.3080687700825764,1.0,False
time_30,0.25740901358097035,1.0,False
time_31,0.2642692433544006,1.0,False
time_32,0.25067333925569646,1.0,False
time_33,0.3004532971937375,1.0,False
time_34,0.3735464429019998,1.0,False
time_35,0.4373969555165167,1.0,False
time_36,0.4185413003700943,1.0,False
time_37,0.4765390955151415,1.0,False
time_38,0.4665774224428537,1.0,False
time_39,0.4665774224428537,1.0,False
time_40,0.4567324003144465,1.0,False
time_41,0.33167505902605865,1.0,False
time_42,0.21884285085153754,1.0,False
time_43,0.1690624116986167,1.0,False
time_44,0.27125450316165367,1.0,False
time_45,0.36492046323025684,1.0,False
time_46,0.4185413003700943,1.0,False
time_47,0.4765390955151415,1.0,False
time_48,0.4373969555165167,1.0,False
time_49,0.4185413003700943,1.0,False
time_50,0.4765390955151415,1.0,False
time_51,0.5386832136576358,1.0,False
time_52,0.5280506366020263,1.0,False
time_53,0.7585368565914523,1.0,False
time_54,0.6622306899614578,1.0,False
time_55,0.42790866761462676,1.0,False
time_56,0.40017277057316614,1.0,False
time_57,0.3735464429019998,1.0,False
time_58,0.5822582752125451,1.0,False
time_59,0.9098294750377862,1.0,False
time_60,0.9355250959749588,1.0,False
time_61,0.7585368565914523,1.0,False
time_62,0.783282018871241,1.0,False
time_63,0.7462546591974264,1.0,False
time_64,0.4665774224428537,1.0,False
time_65,0.85874653853259,1.0,False
time_66,0.9483998347246381,1.0,False
time_67,0.8208069064275079,1.0,False
time_68,0.4765390955151415,1.0,False
time_69,0.8460591464838736,1.0,False
time_70,0.9226671964853084,1.0,False
time_71,0.6274119806282066,1.0,False
time_72,0.40017277057316614,1.0,False
time_73,0.9355250959749588,1.0,False
time_74,0.4373969555165167,1.0,False
time_75,0.40017277057316614,1.0,False
time_76,0.884227839850462,1.0,False
time_77,0.5712114933013028,1.0,False
time_78,0.42790866761462676,1.0,False
time_79,0.19555240760675607,1.0,False
time_80,0.12037710468214449,1.0,False
time_81,0.0778126790657356,1.0,False
time_82,0.08342275043057377,1.0,False
time_83,0.1366253177873256,1.0,False
time_84,0.1690624116986167,1.0,False
time_85,0.3480454324710135,1.0,False
time_86,0.3822975060104754,1.0,False
time_87,0.40929573315678125,1.0,False
time_88,0.18461276206797195,1.0,False
time_89,0.16410362085830377,1.0,False
time_90,0.13241268779669868,1.0,False
time_91,0.25067333925569646,1.0,False
time_92,0.2642692433544006,1.0,False
time_93,0.20695991654790424,1.0,False
time_94,0.3480454324710135,1.0,False
time_95,0.3004532971937375,1.0,False
time_96,0.40017277057316614,1.0,False
time_97,0.27125450316165367,1.0,False
time_98,0.18461276206797195,1.0,False
time_99,0.14988463923763387,1.0,False
time_100,0.1690624116986167,1.0,False
time_101,0.14988463923763387,1.0,False
time_102,0.1793158460950941,1.0,False
time_103,0.1690624116986167,1.0,False
time_104,0.17413276903789654,1.0,False
time_105,0.14094062630894763,1.0,False
time_106,0.08634823252322085,1.0,False
time_107,0.07251375342415851,1.0,False
time_108,0.08634823252322085,1.0,False
time_109,0.08057806851138552,1.0,False
time_110,0.12428997658008167,1.0,False
time_111,0.2249647754632632,1.0,False
time_112,0.2856017228845871,1.0,False
time_113,0.5280506366020263,1.0,False
time_114,0.884227839850462,1.0,False
time_115,0.884227839850462,1.0,False
time_116,0.9226671964853084,1.0,False
time_117,0.8970152546210766,1.0,False
time_118,0.7957390565652827,1.0,False
time_119,0.5602654543461142,1.0,False
time_120,0.5386832136576358,1.0,False
time_121,0.6274119806282066,1.0,False
time_122,0.5712114933013028,1.0,False
time_123,0.4665774224428537,1.0,False
time_124,0.25067333925569646,1.0,False
time_125,0.35642000446154865,1.0,False
time_126,0.292964339566945,1.0,False
time_127,0.4373969555165167,1.0,False
