time_step,p_value,p_corr,signif
time_113,8.490885248255121e-14,1.0868333117766555e-11,True
time_114,1.20232943564141e-12,1.5389816776210049e-10,True
time_115,2.4214546442054716e-12,3.0994619445830036e-10,True
time_116,4.4304026648804704e-12,5.670915411047002e-10,True
time_117,6.038441000292565e-12,7.729204480374483e-10,True
time_118,8.788629995842371e-12,1.1249446394678235e-09,True
time_119,1.9408363659187302e-11,2.4842705483759747e-09,True
time_120,3.705885906901219e-12,4.74353396083356e-10,True
time_121,2.844255924769513e-13,3.6406475837049764e-11,True
time_122,8.800237085678403e-15,1.1264303469668356e-12,True
time_123,1.111957019320868e-16,1.423304984730711e-14,True
time_124,9.791654121199517e-19,1.2533317275135382e-16,True
time_125,6.132087243794866e-20,7.849071672057429e-18,True
time_126,7.153103014707596e-22,9.155971858825723e-20,True
time_127,6.426297848081887e-25,8.225661245544815e-23,True
